period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
1999.03,SNEA.S1NB0200MS100C0,37385,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2000.03,SNEA.S1NB0200MS100C0,41523,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2001.03,SNEA.S1NB0200MS100C0,44617,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2002.03,SNEA.S1NB0200MS100C0,48454,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2003.03,SNEA.S1NB0200MS100C0,49358,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2004.03,SNEA.S1NB0200MS100C0,52208,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2005.03,SNEA.S1NB0200MS100C0,54955,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2006.03,SNEA.S1NB0200MS100C0,56384,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2007.03,SNEA.S1NB0200MS100C0,59095,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2008.03,SNEA.S1NB0200MS100C0,65579,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2009.03,SNEA.S1NB0200MS100C0,63263,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2010.03,SNEA.S1NB0200MS100C0,65382,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2011.03,SNEA.S1NB0200MS100C0,69457,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2012.03,SNEA.S1NB0200MS100C0,71513,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2013.03,SNEA.S1NB0200MS100C0,71450,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2014.03,SNEA.S1NB0200MS100C0,79626,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2015.03,SNEA.S1NB0200MS100C0,80888,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2016.03,SNEA.S1NB0200MS100C0,83908,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2017.03,SNEA.S1NB0200MS100C0,89952,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2018.03,SNEA.S1NB0200MS100C0,97551,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2019.03,SNEA.S1NB0200MS100C0,100785,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2020.03,SNEA.S1NB0200MS100C0,108668,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2021.03,SNEA.S1NB0200MS100C0,115688,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2022.03,SNEA.S1NB0200MS100C0,122196,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2023.03,SNEA.S1NB0200MS100C0,127387,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
2024.03,SNEA.S1NB0200MS100C0,128293,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control,6
1999.03,SNEA.S1NB0200MS111C3,1940,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2000.03,SNEA.S1NB0200MS111C3,1689,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2001.03,SNEA.S1NB0200MS111C3,1509,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2002.03,SNEA.S1NB0200MS111C3,1522,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2003.03,SNEA.S1NB0200MS111C3,1924,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2004.03,SNEA.S1NB0200MS111C3,2191,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2005.03,SNEA.S1NB0200MS111C3,2176,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2006.03,SNEA.S1NB0200MS111C3,2549,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2007.03,SNEA.S1NB0200MS111C3,2444,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2008.03,SNEA.S1NB0200MS111C3,2919,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2009.03,SNEA.S1NB0200MS111C3,2750,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2010.03,SNEA.S1NB0200MS111C3,2905,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2011.03,SNEA.S1NB0200MS111C3,3259,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2012.03,SNEA.S1NB0200MS111C3,3529,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2013.03,SNEA.S1NB0200MS111C3,3393,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2014.03,SNEA.S1NB0200MS111C3,3995,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2015.03,SNEA.S1NB0200MS111C3,4337,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2016.03,SNEA.S1NB0200MS111C3,4226,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2017.03,SNEA.S1NB0200MS111C3,3832,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2018.03,SNEA.S1NB0200MS111C3,4149,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2019.03,SNEA.S1NB0200MS111C3,4203,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2020.03,SNEA.S1NB0200MS111C3,4272,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2021.03,SNEA.S1NB0200MS111C3,3153,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2022.03,SNEA.S1NB0200MS111C3,3511,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2023.03,SNEA.S1NB0200MS111C3,4375,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
2024.03,SNEA.S1NB0200MS111C3,4537,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control,6
1999.03,SNEA.S1NB0200MS111C4,973,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2000.03,SNEA.S1NB0200MS111C4,981,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2001.03,SNEA.S1NB0200MS111C4,962,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2002.03,SNEA.S1NB0200MS111C4,1107,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2003.03,SNEA.S1NB0200MS111C4,1230,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2004.03,SNEA.S1NB0200MS111C4,1444,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2005.03,SNEA.S1NB0200MS111C4,1298,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2006.03,SNEA.S1NB0200MS111C4,1685,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2007.03,SNEA.S1NB0200MS111C4,1673,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2008.03,SNEA.S1NB0200MS111C4,1754,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2009.03,SNEA.S1NB0200MS111C4,1880,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2010.03,SNEA.S1NB0200MS111C4,1785,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2011.03,SNEA.S1NB0200MS111C4,1935,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2012.03,SNEA.S1NB0200MS111C4,1889,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2013.03,SNEA.S1NB0200MS111C4,2071,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2014.03,SNEA.S1NB0200MS111C4,2216,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2015.03,SNEA.S1NB0200MS111C4,2671,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2016.03,SNEA.S1NB0200MS111C4,2336,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2017.03,SNEA.S1NB0200MS111C4,2555,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2018.03,SNEA.S1NB0200MS111C4,2712,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2019.03,SNEA.S1NB0200MS111C4,1710,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2020.03,SNEA.S1NB0200MS111C4,1620,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2021.03,SNEA.S1NB0200MS111C4,1725,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2022.03,SNEA.S1NB0200MS111C4,1711,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2023.03,SNEA.S1NB0200MS111C4,1978,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
2024.03,SNEA.S1NB0200MS111C4,2027,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control,6
1999.03,SNEA.S1NB0200MS111C9,23194,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2000.03,SNEA.S1NB0200MS111C9,26469,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2001.03,SNEA.S1NB0200MS111C9,28669,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2002.03,SNEA.S1NB0200MS111C9,31409,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2003.03,SNEA.S1NB0200MS111C9,33700,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2004.03,SNEA.S1NB0200MS111C9,35157,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2005.03,SNEA.S1NB0200MS111C9,38002,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2006.03,SNEA.S1NB0200MS111C9,39218,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2007.03,SNEA.S1NB0200MS111C9,41018,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2008.03,SNEA.S1NB0200MS111C9,45333,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2009.03,SNEA.S1NB0200MS111C9,44063,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2010.03,SNEA.S1NB0200MS111C9,44362,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2011.03,SNEA.S1NB0200MS111C9,46785,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2012.03,SNEA.S1NB0200MS111C9,46283,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2013.03,SNEA.S1NB0200MS111C9,49000,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2014.03,SNEA.S1NB0200MS111C9,55219,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2015.03,SNEA.S1NB0200MS111C9,56641,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2016.03,SNEA.S1NB0200MS111C9,59397,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2017.03,SNEA.S1NB0200MS111C9,63366,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2018.03,SNEA.S1NB0200MS111C9,69599,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2019.03,SNEA.S1NB0200MS111C9,72725,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2020.03,SNEA.S1NB0200MS111C9,79159,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2021.03,SNEA.S1NB0200MS111C9,86491,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2022.03,SNEA.S1NB0200MS111C9,90208,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2023.03,SNEA.S1NB0200MS111C9,95503,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
2024.03,SNEA.S1NB0200MS111C9,95918,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control,6
1999.03,SNEA.S1NB0200MS121C0,11314,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2000.03,SNEA.S1NB0200MS121C0,12408,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2001.03,SNEA.S1NB0200MS121C0,13475,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2002.03,SNEA.S1NB0200MS121C0,14402,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2003.03,SNEA.S1NB0200MS121C0,12483,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2004.03,SNEA.S1NB0200MS121C0,13380,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2005.03,SNEA.S1NB0200MS121C0,13465,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2006.03,SNEA.S1NB0200MS121C0,12919,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2007.03,SNEA.S1NB0200MS121C0,13944,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2008.03,SNEA.S1NB0200MS121C0,15560,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2009.03,SNEA.S1NB0200MS121C0,14693,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2010.03,SNEA.S1NB0200MS121C0,16266,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2011.03,SNEA.S1NB0200MS121C0,17378,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2012.03,SNEA.S1NB0200MS121C0,19402,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2013.03,SNEA.S1NB0200MS121C0,16609,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2014.03,SNEA.S1NB0200MS121C0,18036,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2015.03,SNEA.S1NB0200MS121C0,17080,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2016.03,SNEA.S1NB0200MS121C0,17643,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2017.03,SNEA.S1NB0200MS121C0,19920,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2018.03,SNEA.S1NB0200MS121C0,20750,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2019.03,SNEA.S1NB0200MS121C0,21791,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2020.03,SNEA.S1NB0200MS121C0,23306,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2021.03,SNEA.S1NB0200MS121C0,23812,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2022.03,SNEA.S1NB0200MS121C0,26319,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2023.03,SNEA.S1NB0200MS121C0,25229,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
2024.03,SNEA.S1NB0200MS121C0,25839,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control,6
1999.03,SNEA.S1NB0200MS131C0,-37,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2000.03,SNEA.S1NB0200MS131C0,-24,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2001.03,SNEA.S1NB0200MS131C0,4,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2002.03,SNEA.S1NB0200MS131C0,14,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2003.03,SNEA.S1NB0200MS131C0,20,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2004.03,SNEA.S1NB0200MS131C0,37,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2005.03,SNEA.S1NB0200MS131C0,14,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2006.03,SNEA.S1NB0200MS131C0,13,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2007.03,SNEA.S1NB0200MS131C0,16,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2008.03,SNEA.S1NB0200MS131C0,13,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2009.03,SNEA.S1NB0200MS131C0,-123,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2010.03,SNEA.S1NB0200MS131C0,63,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2011.03,SNEA.S1NB0200MS131C0,100,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2012.03,SNEA.S1NB0200MS131C0,410,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2013.03,SNEA.S1NB0200MS131C0,377,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
2014.03,SNEA.S1NB0200MS131C0,160,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control,6
