period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
2011.03,SNEA.S2ND4100S321C4,174,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2012.03,SNEA.S2ND4100S321C4,158,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2013.03,SNEA.S2ND4100S321C4,156,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2014.03,SNEA.S2ND4100S321C4,177,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2015.03,SNEA.S2ND4100S321C4,218,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2016.03,SNEA.S2ND4100S321C4,213,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2017.03,SNEA.S2ND4100S321C4,201,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2018.03,SNEA.S2ND4100S321C4,228,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2019.03,SNEA.S2ND4100S321C4,256,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2020.03,SNEA.S2ND4100S321C4,221,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2021.03,SNEA.S2ND4100S321C4,207,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2022.03,SNEA.S2ND4100S321C4,227,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2023.03,SNEA.S2ND4100S321C4,367,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2024.03,SNEA.S2ND4100S321C4,512,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
2025.03,SNEA.S2ND4100S321C4,524,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Local government institutions,Local government control,,6
1999.03,SNEA.S2ND4100S400C0,182,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2000.03,SNEA.S2ND4100S400C0,175,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2001.03,SNEA.S2ND4100S400C0,170,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2002.03,SNEA.S2ND4100S400C0,179,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2003.03,SNEA.S2ND4100S400C0,195,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2004.03,SNEA.S2ND4100S400C0,255,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2005.03,SNEA.S2ND4100S400C0,303,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2006.03,SNEA.S2ND4100S400C0,329,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2007.03,SNEA.S2ND4100S400C0,314,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2008.03,SNEA.S2ND4100S400C0,336,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2009.03,SNEA.S2ND4100S400C0,314,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2010.03,SNEA.S2ND4100S400C0,236,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2011.03,SNEA.S2ND4100S400C0,345,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2012.03,SNEA.S2ND4100S400C0,297,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2013.03,SNEA.S2ND4100S400C0,325,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2014.03,SNEA.S2ND4100S400C0,301,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2015.03,SNEA.S2ND4100S400C0,341,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2016.03,SNEA.S2ND4100S400C0,322,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2017.03,SNEA.S2ND4100S400C0,230,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2018.03,SNEA.S2ND4100S400C0,325,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2019.03,SNEA.S2ND4100S400C0,329,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2020.03,SNEA.S2ND4100S400C0,379,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2021.03,SNEA.S2ND4100S400C0,340,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2022.03,SNEA.S2ND4100S400C0,315,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2023.03,SNEA.S2ND4100S400C0,391,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2024.03,SNEA.S2ND4100S400C0,502,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
2025.03,SNEA.S2ND4100S400C0,513,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Non-profit institutions serving households,All control,,6
1987.03,SNEA.S2ND4100S500C1,3052,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1988.03,SNEA.S2ND4100S500C1,3621,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1989.03,SNEA.S2ND4100S500C1,3645,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1990.03,SNEA.S2ND4100S500C1,3835,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1991.03,SNEA.S2ND4100S500C1,4127,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1992.03,SNEA.S2ND4100S500C1,4039,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1993.03,SNEA.S2ND4100S500C1,3394,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1994.03,SNEA.S2ND4100S500C1,3042,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1995.03,SNEA.S2ND4100S500C1,3456,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1996.03,SNEA.S2ND4100S500C1,4259,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1997.03,SNEA.S2ND4100S500C1,4739,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1998.03,SNEA.S2ND4100S500C1,4552,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1999.03,SNEA.S2ND4100S500C1,4014,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2000.03,SNEA.S2ND4100S500C1,3465,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2001.03,SNEA.S2ND4100S500C1,4181,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2002.03,SNEA.S2ND4100S500C1,4025,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2003.03,SNEA.S2ND4100S500C1,4426,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2004.03,SNEA.S2ND4100S500C1,4699,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2005.03,SNEA.S2ND4100S500C1,5742,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2006.03,SNEA.S2ND4100S500C1,6859,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2007.03,SNEA.S2ND4100S500C1,8015,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2008.03,SNEA.S2ND4100S500C1,9471,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2009.03,SNEA.S2ND4100S500C1,10006,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2010.03,SNEA.S2ND4100S500C1,7093,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2011.03,SNEA.S2ND4100S500C1,7451,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2012.03,SNEA.S2ND4100S500C1,7335,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2013.03,SNEA.S2ND4100S500C1,7326,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2014.03,SNEA.S2ND4100S500C1,7477,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2015.03,SNEA.S2ND4100S500C1,8404,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2016.03,SNEA.S2ND4100S500C1,8078,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2017.03,SNEA.S2ND4100S500C1,7084,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2018.03,SNEA.S2ND4100S500C1,7334,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2019.03,SNEA.S2ND4100S500C1,7650,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2020.03,SNEA.S2ND4100S500C1,7113,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2021.03,SNEA.S2ND4100S500C1,5254,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2022.03,SNEA.S2ND4100S500C1,4626,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2023.03,SNEA.S2ND4100S500C1,8812,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2024.03,SNEA.S2ND4100S500C1,14779,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
2025.03,SNEA.S2ND4100S500C1,15900,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Households,National private control,,6
1999.03,SNEA.S2ND4100S600C2,5753,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2000.03,SNEA.S2ND4100S600C2,5534,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2001.03,SNEA.S2ND4100S600C2,6641,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2002.03,SNEA.S2ND4100S600C2,5849,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2003.03,SNEA.S2ND4100S600C2,5731,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2004.03,SNEA.S2ND4100S600C2,5367,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2005.03,SNEA.S2ND4100S600C2,6702,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2006.03,SNEA.S2ND4100S600C2,7811,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2007.03,SNEA.S2ND4100S600C2,10141,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2008.03,SNEA.S2ND4100S600C2,12164,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2009.03,SNEA.S2ND4100S600C2,11929,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2010.03,SNEA.S2ND4100S600C2,7844,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2011.03,SNEA.S2ND4100S600C2,8508,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2012.03,SNEA.S2ND4100S600C2,8386,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2013.03,SNEA.S2ND4100S600C2,7451,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2014.03,SNEA.S2ND4100S600C2,7251,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2015.03,SNEA.S2ND4100S600C2,7239,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2016.03,SNEA.S2ND4100S600C2,7066,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2017.03,SNEA.S2ND4100S600C2,6530,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2018.03,SNEA.S2ND4100S600C2,7517,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2019.03,SNEA.S2ND4100S600C2,8057,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2020.03,SNEA.S2ND4100S600C2,6744,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2021.03,SNEA.S2ND4100S600C2,5557,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2022.03,SNEA.S2ND4100S600C2,5831,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2023.03,SNEA.S2ND4100S600C2,10134,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2024.03,SNEA.S2ND4100S600C2,14670,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
2025.03,SNEA.S2ND4100S600C2,16866,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest received,Rest of the world,Foreign control,,6
1999.03,SNEA.S2ND4101S100C0,8427,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2000.03,SNEA.S2ND4101S100C0,8269,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2001.03,SNEA.S2ND4101S100C0,8818,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2002.03,SNEA.S2ND4101S100C0,8484,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2003.03,SNEA.S2ND4101S100C0,9292,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2004.03,SNEA.S2ND4101S100C0,9006,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2005.03,SNEA.S2ND4101S100C0,10307,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2006.03,SNEA.S2ND4101S100C0,14521,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2007.03,SNEA.S2ND4101S100C0,15933,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2008.03,SNEA.S2ND4101S100C0,18855,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2009.03,SNEA.S2ND4101S100C0,20458,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2010.03,SNEA.S2ND4101S100C0,17030,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2011.03,SNEA.S2ND4101S100C0,16801,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2012.03,SNEA.S2ND4101S100C0,15728,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2013.03,SNEA.S2ND4101S100C0,15188,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2014.03,SNEA.S2ND4101S100C0,15084,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2015.03,SNEA.S2ND4101S100C0,16399,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2016.03,SNEA.S2ND4101S100C0,15513,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2017.03,SNEA.S2ND4101S100C0,14817,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2018.03,SNEA.S2ND4101S100C0,14949,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2019.03,SNEA.S2ND4101S100C0,16062,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2020.03,SNEA.S2ND4101S100C0,15601,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2021.03,SNEA.S2ND4101S100C0,13570,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2022.03,SNEA.S2ND4101S100C0,12742,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2023.03,SNEA.S2ND4101S100C0,16949,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2024.03,SNEA.S2ND4101S100C0,21433,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
2025.03,SNEA.S2ND4101S100C0,21851,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Non-financial business enterprises,All control,,6
1999.03,SNEA.S2ND4101S111C3,415,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2000.03,SNEA.S2ND4101S111C3,396,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2001.03,SNEA.S2ND4101S111C3,390,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2002.03,SNEA.S2ND4101S111C3,363,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2003.03,SNEA.S2ND4101S111C3,379,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2004.03,SNEA.S2ND4101S111C3,451,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2005.03,SNEA.S2ND4101S111C3,505,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2006.03,SNEA.S2ND4101S111C3,606,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2007.03,SNEA.S2ND4101S111C3,633,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2008.03,SNEA.S2ND4101S111C3,786,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2009.03,SNEA.S2ND4101S111C3,720,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2010.03,SNEA.S2ND4101S111C3,663,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2011.03,SNEA.S2ND4101S111C3,736,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2012.03,SNEA.S2ND4101S111C3,730,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2013.03,SNEA.S2ND4101S111C3,697,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2014.03,SNEA.S2ND4101S111C3,786,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2015.03,SNEA.S2ND4101S111C3,717,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2016.03,SNEA.S2ND4101S111C3,716,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2017.03,SNEA.S2ND4101S111C3,652,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2018.03,SNEA.S2ND4101S111C3,633,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2019.03,SNEA.S2ND4101S111C3,631,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2020.03,SNEA.S2ND4101S111C3,570,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2021.03,SNEA.S2ND4101S111C3,361,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2022.03,SNEA.S2ND4101S111C3,363,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2023.03,SNEA.S2ND4101S111C3,516,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
2024.03,SNEA.S2ND4101S111C3,550,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Central government control,,6
1999.03,SNEA.S2ND4101S111C4,61,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2000.03,SNEA.S2ND4101S111C4,51,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2001.03,SNEA.S2ND4101S111C4,56,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2002.03,SNEA.S2ND4101S111C4,119,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2003.03,SNEA.S2ND4101S111C4,290,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2004.03,SNEA.S2ND4101S111C4,353,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2005.03,SNEA.S2ND4101S111C4,318,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2006.03,SNEA.S2ND4101S111C4,422,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2007.03,SNEA.S2ND4101S111C4,411,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2008.03,SNEA.S2ND4101S111C4,435,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2009.03,SNEA.S2ND4101S111C4,525,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2010.03,SNEA.S2ND4101S111C4,475,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2011.03,SNEA.S2ND4101S111C4,471,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2012.03,SNEA.S2ND4101S111C4,471,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2013.03,SNEA.S2ND4101S111C4,474,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
2014.03,SNEA.S2ND4101S111C4,469,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Interest paid,Corporate business enterprises,Local government control,,6
